hotel_id,price,offer,offer_cat,year,month,weekend,holiday,nnights,scarce_room,city,distance,stars,rating,country,city_actual,rating_reviewcount,center1label,center2label,neighbourhood,ratingta,ratingta_count,distance_alter,accommodation_type,high_rating
3139,80,1,15-50% offer,2017,11,0,0,1,0,Budapest,0.8,4,4.1,Hungary,Budapest,287,City centre,Vaci Street,Budapest,4,1841,0.9,Hotel,1
3140,47,1,15-50% offer,2017,11,0,0,1,0,Budapest,2.3,4,3.2,Hungary,Budapest,99,City centre,Vaci Street,Budapest,3,991,2.3,Hotel,0
3141,67,1,15-50% offer,2017,11,0,0,1,1,Budapest,1.3,4,4,Hungary,Budapest,91,City centre,Vaci Street,Budapest,4,88,1.4,Hotel,1
3142,24,1,15-50% offer,2017,11,0,0,1,1,Budapest,5.9,3,3,Hungary,Budapest,65,City centre,Vaci Street,Budapest,2.5,45,5.9,Bed and breakfast,0
3143,79,1,75%+ offer,2017,11,0,0,1,0,Budapest,2.2,4,4,Hungary,Budapest,55,City centre,Vaci Street,Budapest,3.5,295,2.1,Hotel,1
3144,40,0,0% no offer,2017,11,0,0,1,0,Budapest,5.9,2.5,3.5,Hungary,Budapest,15,City centre,Vaci Street,Budapest,4.5,8,6,Pension,0
3146,84,1,15-50% offer,2017,11,0,0,1,0,Budapest,3.1,5,3.9,Hungary,Budapest,365,City centre,Vaci Street,Budapest,4,1468,3.1,Hotel,0
3147,53,1,1-15% offer,2017,11,0,0,1,1,Budapest,2.7,3.5,3.2,Hungary,Budapest,4,City centre,Vaci Street,Budapest,2.5,7,2.8,Apartment,0
3149,43,1,1-15% offer,2017,11,0,0,1,1,Budapest,1.6,2.5,3.5,Hungary,Budapest,20,City centre,Vaci Street,Castle Hill,4,3,1.6,Hotel,0
3150,62,1,15-50% offer,2017,11,0,0,1,1,Budapest,1.4,4,4.3,Hungary,Budapest,118,City centre,Vaci Street,Castle Hill,4,78,1.4,Hotel,1
3151,55,1,15-50% offer,2017,11,0,0,1,1,Budapest,1.6,3,3.7,Hungary,Budapest,19,City centre,Vaci Street,Castle Hill,4,4,1.5,Apartment,0
3152,127,1,1-15% offer,2017,11,0,0,1,0,Budapest,1,4,4.4,Hungary,Budapest,337,City centre,Vaci Street,Castle Hill,4.5,2823,1,Hotel,1
3153,104,1,15-50% offer,2017,11,0,0,1,0,Budapest,1.3,4,4.1,Hungary,Budapest,391,City centre,Vaci Street,Castle Hill,4,1722,1.3,Hotel,1
3154,116,1,15-50% offer,2017,11,0,0,1,1,Budapest,1.3,5,4.6,Hungary,Budapest,95,City centre,Vaci Street,Castle Hill,4.5,484,1.3,Hotel,1
3155,108,1,1-15% offer,2017,11,0,0,1,1,Budapest,1.3,4,4.9,Hungary,Budapest,17,City centre,Vaci Street,Castle Hill,5,158,1.2,Hotel,1
3156,88,1,1-15% offer,2017,11,0,0,1,1,Budapest,1.5,4,4,Hungary,Budapest,62,City centre,Vaci Street,Castle Hill,4.5,983,1.5,Hotel,1
3157,177,1,15-50% offer,2017,11,0,0,1,0,Budapest,1.2,5,4.6,Hungary,Budapest,168,City centre,Vaci Street,Castle Hill,4.5,4308,1.2,Hotel,1
3158,69,1,75%+ offer,2017,11,0,0,1,1,Budapest,1.5,4,4.1,Hungary,Budapest,96,City centre,Vaci Street,Castle Hill,4.5,964,1.5,Hotel,1
3159,103,1,1-15% offer,2017,11,0,0,1,0,Budapest,1.4,3.5,4.9,Hungary,Budapest,27,City centre,Vaci Street,Castle Hill,4.5,63,1.3,Hotel,1
3160,134,1,1-15% offer,2017,11,0,0,1,0,Budapest,1.5,4,4.5,Hungary,Budapest,30,City centre,Vaci Street,Castle Hill,5,513,1.4,Hotel,1
3161,84,1,15-50% offer,2017,11,0,0,1,1,Budapest,2,3.5,4.1,Hungary,Budapest,136,City centre,Vaci Street,Castle Hill,4,410,2,Hotel,1
3162,80,1,1-15% offer,2017,11,0,0,1,0,Budapest,1.9,2,4.5,Hungary,Budapest,10,City centre,Vaci Street,Castle Hill,5,35,1.8,Hostel,1
3163,106,1,15-50% offer,2017,11,0,0,1,0,Budapest,1.1,3.5,4.5,Hungary,Budapest,60,City centre,Vaci Street,Castle Hill,4.5,85,1.1,Apart-hotel,1
3164,120,1,1-15% offer,2017,11,0,0,1,1,Budapest,1.3,4,4.5,Hungary,Budapest,203,City centre,Vaci Street,Castle Hill,4.5,976,1.2,Hotel,1
3165,99,1,75%+ offer,2017,11,0,0,1,1,Budapest,0.6,4,4,Hungary,Budapest,101,City centre,Vaci Street,Erzsebetvaros,4,687,0.7,Hotel,1
3166,57,1,1-15% offer,2017,11,0,0,1,0,Budapest,1.4,3,3.5,Hungary,Budapest,82,City centre,Vaci Street,Erzsebetvaros,3.5,360,1.6,Hotel,0
3167,32,1,15-50% offer,2017,11,0,0,1,1,Budapest,0.6,2,3.5,Hungary,Budapest,98,City centre,Vaci Street,Erzsebetvaros,3.5,395,0.7,Hostel,0
3168,60,1,15-50% offer,2017,11,0,0,1,1,Budapest,0.7,3,4.1,Hungary,Budapest,186,City centre,Vaci Street,Erzsebetvaros,4.5,485,0.8,Apart-hotel,1
3169,47,1,15-50% offer,2017,11,0,0,1,0,Budapest,0.7,2.5,3.7,Hungary,Budapest,81,City centre,Vaci Street,Erzsebetvaros,4,622,0.8,Vacation home Condo,0
3170,77,1,15-50% offer,2017,11,0,0,1,0,Budapest,0.3,4,4.5,Hungary,Budapest,134,City centre,Vaci Street,Erzsebetvaros,4.5,201,0.4,Hotel,1
3171,57,1,1-15% offer,2017,11,0,0,1,1,Budapest,0.3,3,2.7,Hungary,Budapest,9,City centre,Vaci Street,Erzsebetvaros,4,13,0.4,Apartment,0
3172,61,1,1-15% offer,2017,11,0,0,1,0,Budapest,1.3,3,3.7,Hungary,Budapest,258,City centre,Vaci Street,Erzsebetvaros,3.5,562,1.4,Hotel,0
3173,72,1,1-15% offer,2017,11,0,0,1,1,Budapest,1.3,3,4,Hungary,Budapest,32,City centre,Vaci Street,Erzsebetvaros,3.5,562,1.4,Apartment,1
3174,59,0,0% no offer,2017,11,0,0,1,1,Budapest,1.5,3,4,Hungary,Budapest,21,City centre,Vaci Street,Erzsebetvaros,4.5,39,1.6,Bed and breakfast,1
3175,113,1,15-50% offer,2017,11,0,0,1,0,Budapest,0.8,5,4.1,Hungary,Budapest,354,City centre,Vaci Street,Erzsebetvaros,4.5,1053,0.9,Hotel,1
3176,155,1,1-15% offer,2017,11,0,0,1,0,Budapest,0.6,4.5,4.4,Hungary,Budapest,869,City centre,Vaci Street,Erzsebetvaros,4.5,4418,0.7,Hotel,1
3177,85,1,75%+ offer,2017,11,0,0,1,0,Budapest,0.7,4,4,Hungary,Budapest,199,City centre,Vaci Street,Erzsebetvaros,4,1469,0.9,Hotel,1
3178,51,1,15-50% offer,2017,11,0,0,1,1,Budapest,0.5,3,3,Hungary,Budapest,17,City centre,Vaci Street,Erzsebetvaros,2.5,30,0.6,Hotel,0
3179,209,1,15-50% offer,2017,11,0,0,1,1,Budapest,0.8,5,4.6,Hungary,Budapest,758,City centre,Vaci Street,Erzsebetvaros,4.5,3504,0.9,Hotel,1
3180,210,1,15-50% offer,2017,11,0,0,1,0,Budapest,0.8,5,4.8,Hungary,Budapest,1372,City centre,Vaci Street,Erzsebetvaros,4.5,7313,1,Hotel,1
3181,36,0,0% no offer,2017,11,0,0,1,1,Budapest,0.8,3,3.5,Hungary,Budapest,10,City centre,Vaci Street,Erzsebetvaros,3,13,0.9,Apartment,0
3182,27,1,15-50% offer,2017,11,0,0,1,1,Budapest,0.4,3,3.5,Hungary,Budapest,42,City centre,Vaci Street,Erzsebetvaros,NA,NA,0.6,Apartment,0
3183,40,1,1-15% offer,2017,11,0,0,1,1,Budapest,1.6,3,3.2,Hungary,Budapest,6,City centre,Vaci Street,Erzsebetvaros,4,86,1.7,Hotel,0
3184,563,0,0% no offer,2017,11,0,0,1,1,Budapest,0.9,3,4.4,Hungary,Budapest,52,City centre,Vaci Street,Erzsebetvaros,4,136,1,Vacation home Condo,1
3185,36,1,1-15% offer,2017,11,0,0,1,1,Budapest,0.4,2,3.2,Hungary,Budapest,106,City centre,Vaci Street,Erzsebetvaros,3.5,64,0.5,Apartment,0
3186,803,0,0% no offer,2017,11,0,0,1,1,Budapest,0.4,3,4.1,Hungary,Budapest,81,City centre,Vaci Street,Erzsebetvaros,4,757,0.6,Apartment,1
3187,28,0,0% no offer,2017,11,0,0,1,0,Budapest,0.3,2,3,Hungary,Budapest,1,City centre,Vaci Street,Erzsebetvaros,3.5,38,0.4,Hostel,0
3188,59,1,1-15% offer,2017,11,0,0,1,0,Budapest,0.3,3,4.4,Hungary,Budapest,280,City centre,Vaci Street,Erzsebetvaros,4.5,644,0.4,Apartment,1
3189,61,1,50%-75% offer,2017,11,0,0,1,1,Budapest,0.5,3,3.7,Hungary,Budapest,29,City centre,Vaci Street,Erzsebetvaros,4,25,0.6,Hotel,0
3190,44,0,0% no offer,2017,11,0,0,1,1,Budapest,0.5,2,4.5,Hungary,Budapest,219,City centre,Vaci Street,Erzsebetvaros,4.5,916,0.6,Hostel,1
3191,50,1,50%-75% offer,2017,11,0,0,1,1,Budapest,0.5,3.5,4.3,Hungary,Budapest,108,City centre,Vaci Street,Erzsebetvaros,4.5,202,0.6,Apartment,1
3192,45,1,15-50% offer,2017,11,0,0,1,1,Budapest,0.4,2,4.1,Hungary,Budapest,34,City centre,Vaci Street,Erzsebetvaros,4.5,57,0.5,Hostel,1
3193,53,1,50%-75% offer,2017,11,0,0,1,1,Budapest,0.3,4,4,Hungary,Budapest,385,City centre,Vaci Street,Erzsebetvaros,4,603,0.4,Apartment,1
3194,46,1,50%-75% offer,2017,11,0,0,1,0,Budapest,0.4,3,4.3,Hungary,Budapest,175,City centre,Vaci Street,Erzsebetvaros,4.5,933,0.5,Apart-hotel,1
3195,84,1,75%+ offer,2017,11,0,0,1,1,Budapest,0.5,4,4.5,Hungary,Budapest,105,City centre,Vaci Street,Erzsebetvaros,4.5,534,0.6,Apartment,1
3196,39,1,1-15% offer,2017,11,0,0,1,1,Budapest,0.5,3,4.1,Hungary,Budapest,57,City centre,Vaci Street,Erzsebetvaros,4.5,8,0.6,Apartment,1
3197,72,1,15-50% offer,2017,11,0,0,1,1,Budapest,0.5,3.5,4.4,Hungary,Budapest,60,City centre,Vaci Street,Erzsebetvaros,4.5,65,0.6,Apartment,1
3199,80,1,15-50% offer,2017,11,0,0,1,1,Budapest,0.4,3.5,4.4,Hungary,Budapest,111,City centre,Vaci Street,Erzsebetvaros,4.5,218,0.5,Apartment,1
3200,43,1,50%-75% offer,2017,11,0,0,1,1,Budapest,0.4,3,4.3,Hungary,Budapest,56,City centre,Vaci Street,Erzsebetvaros,4.5,82,0.5,Apartment,1
3201,109,1,1-15% offer,2017,11,0,0,1,0,Budapest,0.4,4,4.3,Hungary,Budapest,236,City centre,Vaci Street,Erzsebetvaros,4.5,1243,0.5,Hotel,1
3203,64,1,50%-75% offer,2017,11,0,0,1,1,Budapest,0.4,4,4.4,Hungary,Budapest,95,City centre,Vaci Street,Erzsebetvaros,4.5,307,0.5,Apartment,1
3206,80,1,15-50% offer,2017,11,0,0,1,1,Budapest,0.3,4,3.9,Hungary,Budapest,299,City centre,Vaci Street,Erzsebetvaros,4,952,0.4,Hotel,0
3207,86,1,15-50% offer,2017,11,0,0,1,0,Budapest,0.3,4,3.4,Hungary,Budapest,196,City centre,Vaci Street,Erzsebetvaros,3.5,421,0.4,Hotel,0
3208,63,1,75%+ offer,2017,11,0,0,1,0,Budapest,0.5,3,3.4,Hungary,Budapest,141,City centre,Vaci Street,Erzsebetvaros,3,672,0.7,Hotel,0
3209,803,1,1-15% offer,2017,11,0,0,1,0,Budapest,1.4,4,4,Hungary,Budapest,150,City centre,Vaci Street,Erzsebetvaros,4,1328,1.5,Hotel,1
3210,98,1,15-50% offer,2017,11,0,0,1,1,Budapest,0.8,5,4.4,Hungary,Budapest,350,City centre,Vaci Street,Erzsebetvaros,4,719,1,Hotel,1
3211,50,1,1-15% offer,2017,11,0,0,1,0,Budapest,1.2,4,3.7,Hungary,Budapest,244,City centre,Vaci Street,Erzsebetvaros,3.5,2138,1.3,Hotel,0
3212,74,1,15-50% offer,2017,11,0,0,1,0,Budapest,0.9,3,4.3,Hungary,Budapest,119,City centre,Vaci Street,Erzsebetvaros,4,374,1,Hotel,1
3213,92,1,15-50% offer,2017,11,0,0,1,1,Budapest,0.3,3,4.5,Hungary,Budapest,337,City centre,Vaci Street,Erzsebetvaros,4.5,864,0.5,Hotel,1
3215,56,1,15-50% offer,2017,11,0,0,1,1,Budapest,0.4,1.5,2.5,Hungary,Budapest,6,City centre,Vaci Street,Erzsebetvaros,2,10,0.5,Hostel,0
3216,108,1,1-15% offer,2017,11,0,0,1,0,Budapest,1,4,4.5,Hungary,Budapest,186,City centre,Vaci Street,Erzsebetvaros,4.5,686,1.1,Hotel,1
3217,22,1,15-50% offer,2017,11,0,0,1,1,Budapest,1.4,1,1,Hungary,Budapest,2,City centre,Vaci Street,Erzsebetvaros,2,4,1.5,Hostel,0
3218,52,1,15-50% offer,2017,11,0,0,1,0,Budapest,0.7,3,4.1,Hungary,Budapest,125,City centre,Vaci Street,Erzsebetvaros,4,997,0.8,Hotel,1
3220,57,1,1-15% offer,2017,11,0,0,1,1,Budapest,0.7,3,4.3,Hungary,Budapest,73,City centre,Vaci Street,Erzsebetvaros,4.5,156,0.8,Hotel,1
3221,68,0,0% no offer,2017,11,0,0,1,1,Budapest,0.3,3,NA,Hungary,Budapest,NA,City centre,Vaci Street,Erzsebetvaros,NA,NA,0.4,Apartment,NA
3222,60,0,0% no offer,2017,11,0,0,1,1,Budapest,0.6,3,4,Hungary,Budapest,5,City centre,Vaci Street,Erzsebetvaros,NA,NA,0.7,Apartment,1
3223,81,0,0% no offer,2017,11,0,0,1,1,Budapest,0.6,3,4.5,Hungary,Budapest,4,City centre,Vaci Street,Erzsebetvaros,NA,NA,0.7,Apartment,1
3224,36,1,15-50% offer,2017,11,0,0,1,1,Budapest,0.4,2,3,Hungary,Budapest,76,City centre,Vaci Street,Erzsebetvaros,3,58,0.6,Apartment,0
3226,41,1,15-50% offer,2017,11,0,0,1,0,Budapest,0.7,3,3.7,Hungary,Budapest,55,City centre,Vaci Street,Erzsebetvaros,3.5,294,0.9,Hotel,0
3227,61,1,15-50% offer,2017,11,0,0,1,0,Budapest,1.1,4,3.9,Hungary,Budapest,432,City centre,Vaci Street,Ferencvaros,3.5,882,1.2,Hotel,0
3228,101,1,1-15% offer,2017,11,0,0,1,1,Budapest,1,4,4.4,Hungary,Budapest,45,City centre,Vaci Street,Ferencvaros,4,30,1,Hotel,1
3229,76,1,1-15% offer,2017,11,0,0,1,0,Budapest,1,3,4,Hungary,Budapest,161,City centre,Vaci Street,Ferencvaros,4,162,1,Hotel,1
3230,43,0,0% no offer,2017,11,0,0,1,1,Budapest,1.8,2,3,Hungary,Budapest,41,City centre,Vaci Street,Ferencvaros,3,91,1.9,Hotel,0
3231,38,1,15-50% offer,2017,11,0,0,1,1,Budapest,2.1,3,3,Hungary,Budapest,75,City centre,Vaci Street,Ferencvaros,2.5,144,2.1,Hotel,0
3232,57,1,15-50% offer,2017,11,0,0,1,1,Budapest,1.3,2,4.3,Hungary,Budapest,60,City centre,Vaci Street,Ferencvaros,4.5,218,1.3,Hostel,1
3233,33,1,15-50% offer,2017,11,0,0,1,1,Budapest,1,3,3.2,Hungary,Budapest,122,City centre,Vaci Street,Ferencvaros,3,62,1.1,Hotel,0
3234,74,1,15-50% offer,2017,11,0,0,1,0,Budapest,1.1,3,4.5,Hungary,Budapest,57,City centre,Vaci Street,Ferencvaros,4.5,319,1.2,Hotel,1
3235,40,1,1-15% offer,2017,11,0,0,1,1,Budapest,1,3,4,Hungary,Budapest,34,City centre,Vaci Street,Ferencvaros,4,61,1.1,Apartment,1
3236,52,1,1-15% offer,2017,11,0,0,1,1,Budapest,1.2,3.5,3.5,Hungary,Budapest,8,City centre,Vaci Street,Ferencvaros,NA,NA,1.3,Apartment,0
